carte,categorie,question,reponse,difficulte,theme
619,Divertissement,Quel chanteur de la Motown a sorti l'album « What's Going On » en 1971 ?,Marvin Gaye,2,Soul
619,Histoire,Quel prince de Novgorod vainquit les chevaliers Teutoniques sur le lac gelé Peïpous en 1242 ?,Alexandre Nevski,3,Saint-Empire et Europe centrale
619,Arts & Littérature,Comment s'appelle le fidèle valet de Phileas Fogg ?,Passepartout,1,Personnages
619,Sciences & Nature,"Quel astronome danois, qui portait un nez postiche en métal, a réalisé des observations très précises sans télescope ?",Tycho Brahe,3,Astronomie : histoire
619,Sports & Loisirs,Quelles sont les trois disciplines enchaînées lors d'un triathlon ?,"Natation, vélo, course à pied",1,Vocabulaire et règles
620,Géographie,Quelle ville tunisienne abrite un immense amphithéâtre romain parmi les mieux conservés au monde ?,El Jem,3,Monuments
620,Divertissement,Quelle actrice incarnait Rachel Green dans « Friends » ?,Jennifer Aniston,1,Sitcoms
620,Histoire,"Dans quel village de Haute-Marne se trouve La Boisserie, la demeure du général de Gaulle ?",Colombey-les-Deux-Églises,1,Ve République
620,Arts & Littérature,Quel sculpteur florentin a réalisé les « Portes du Paradis » du baptistère de Florence ?,Lorenzo Ghiberti,3,Sculpture
620,Sciences & Nature,Comment s'appelle l'alignement d'environ quatre-vingts volcans endormis qui domine Clermont-Ferrand ?,La chaîne des Puys,1,Géologie
620,Sports & Loisirs,Quelle station balnéaire russe des bords de la mer Noire a accueilli les Jeux olympiques d'hiver de 2014 ?,Sotchi,1,Villes olympiques
621,Géographie,"Quel détroit, dont le nom arabe signifie « porte des lamentations », relie la mer Rouge au golfe d'Aden ?",Le détroit de Bab-el-Mandeb,3,Détroits et canaux
621,Divertissement,"Quelle série courte de France 2 mettait en scène Chouchou et Loulou, joués par Jean Dujardin et Alexandra Lamy ?","Un gars, une fille",1,Séries françaises
621,Histoire,Quel traité européen a été rejeté par référendum par les Français et les Néerlandais en 2005 ?,Le traité constitutionnel européen,2,Construction européenne
621,Arts & Littérature,Quel est le véritable nom de Molière ?,Jean-Baptiste Poquelin,1,Théâtre
621,Sciences & Nature,"Quels deux préfixes, adoptés en 2022, désignent 10 puissance 27 et 10 puissance 30 ?",Ronna et quetta,3,Unités et mesures
621,Sports & Loisirs,"Quel plat du Sud-Ouest fait mijoter haricots blancs, confit de canard et saucisse dans une terrine en terre cuite ?",Le cassoulet,1,Cuisine régionale
622,Géographie,Quel fleuve traverse Bagdad ?,Le Tigre,2,Fleuves
622,Divertissement,Quel animateur a présenté « Le Juste Prix » sur TF1 de 1988 à 2001 ?,Philippe Risoli,2,Animateurs
622,Histoire,"Quel Premier ministre, nommé en 1988, a fait créer le revenu minimum d'insertion (RMI) ?",Michel Rocard,2,Ve République
622,Arts & Littérature,Quel pays peuplé d'habitants minuscules Gulliver découvre-t-il lors de son premier voyage ?,Lilliput,1,Littérature anglaise
622,Sciences & Nature,"Quel physicien italien a réalisé la première réaction nucléaire en chaîne contrôlée, à Chicago en 1942 ?",Enrico Fermi,3,Physique
622,Sports & Loisirs,"Au golf, comment appelle-t-on un trou réussi en un coup de moins que le par ?",Un birdie,1,Golf
623,Géographie,"Après le Vatican, quel est le plus petit État souverain du monde ?",Monaco,1,Monaco
623,Divertissement,Quel titre de Bruce Springsteen de 1984 est souvent pris à tort pour un chant patriotique ?,Born in the U.S.A.,2,Rock
623,Histoire,"Quelle ville, dernière grande place forte des croisés en Terre sainte, tomba en 1291 ?",Saint-Jean-d'Acre,3,Croisades
623,Arts & Littérature,Quel roi de Phrygie changeait en or tout ce qu'il touchait ?,Midas,1,Mythologie grecque
623,Sciences & Nature,Quelle division cellulaire donne deux cellules filles génétiquement identiques ?,La mitose,1,Cellule
623,Sports & Loisirs,Quelle boxeuse française a été sacrée championne olympique des poids légers aux Jeux de Rio en 2016 ?,Estelle Mossely,3,Boxe
624,Géographie,"Quelle île du Yémen, au large de la Corne de l'Afrique, est célèbre pour ses dragonniers en forme de parapluie ?",Socotra,3,Îles
624,Divertissement,Dans quel film musical de 1978 John Travolta et Olivia Newton-John chantent-ils « You're the One That I Want » ?,Grease,1,Films musicaux
624,Histoire,"Quel roi de France, dernier frère de Louis XVI, est renversé en 1830 ?",Charles X,1,Restauration
624,Arts & Littérature,Comment appelle-t-on la méthode de Socrate qui consiste à faire « accoucher » les esprits de la vérité ?,La maïeutique,2,Philosophie antique
624,Sciences & Nature,Comment appelle-t-on une source chaude qui projette par intermittence une colonne d'eau et de vapeur ?,Un geyser,1,Géologie
624,Sports & Loisirs,À quelle distance du panier se situe la ligne à trois points selon les règles FIBA ?,"6,75 m",3,Basket – règles
625,Géographie,"Quelle rivière, affluent de la Moselle, traverse Nancy ?",La Meurthe,3,Fleuves et rivières
625,Divertissement,Quelle chanteuse avait 14 ans lors du succès de « Joe le taxi » en 1987 ?,Vanessa Paradis,1,Variété française
625,Histoire,Quel président américain a lancé « Ich bin ein Berliner » lors d'un discours à Berlin-Ouest en 1963 ?,John F. Kennedy,1,Guerre froide
625,Arts & Littérature,Quel peintre de la Renaissance a représenté Platon et Aristote au centre de « L'École d'Athènes » ?,Raphaël,2,Renaissance
625,Sciences & Nature,"Quel surnom, signifiant « espoir de vie » en langue goran, a reçu le crâne d'hominidé de 7 millions d'années découvert au Tchad en 2001 ?",Toumaï,2,Évolution
625,Sports & Loisirs,Quel vêtement est remis au vainqueur du Masters d'Augusta ?,Une veste verte,2,Golf
626,Géographie,Dans quelle ville indienne se trouve le Taj Mahal ?,Agra,1,Grandes villes
626,Divertissement,Comment s'appelle le chien du « Manège enchanté » ?,Pollux,3,Émissions jeunesse
626,Histoire,"Quel ministre de la Police de Napoléon, ancien conventionnel régicide, est réputé pour son art de trahir ?",Joseph Fouché,2,Napoléon
626,Arts & Littérature,Comment s'appelle la plaque sur laquelle le peintre dispose et mélange ses couleurs ?,La palette,1,Techniques
626,Sciences & Nature,Quelles cellules immunitaires le VIH attaque-t-il en priorité ?,Les lymphocytes T CD4,3,Maladies
626,Sports & Loisirs,Comment appelle-t-on un voilier composé de deux coques reliées entre elles ?,Un catamaran,1,Voile
627,Géographie,Quelle est la capitale du Tchad ?,N'Djaména,2,Capitales
627,Divertissement,"Quel concours de chansons, organisé par l'Union européenne de radio-télévision, existe depuis 1956 ?",L'Eurovision,1,Eurovision
627,Histoire,Quel mode de scrutin est instauré en France en mars 1848 pour tous les hommes majeurs ?,Le suffrage universel masculin,2,IIe République
627,Arts & Littérature,Quel compositeur allemand a écrit les « Danses hongroises » et une célèbre « Berceuse » ?,Johannes Brahms,2,Compositeurs
627,Sciences & Nature,"Quel médecin français, prix Nobel 1928, a démontré à Tunis le rôle du pou dans la transmission du typhus ?",Charles Nicolle,3,Grands médecins
627,Sports & Loisirs,Sous quel nom espagnol désigne-t-on couramment le Tour d'Espagne ?,La Vuelta,1,Cyclisme – compétitions
628,Géographie,Dans quelle ville normande Jeanne d'Arc a-t-elle été brûlée en 1431 ?,Rouen,1,Villes
628,Divertissement,Quel cinéaste espagnol a réalisé le court métrage surréaliste « Un chien andalou » (1929) avec Salvador Dalí ?,Luis Buñuel,3,Cinéma européen
628,Histoire,Quel chef apache se rend définitivement à l'armée américaine en 1886 ?,Geronimo,1,États-Unis
628,Arts & Littérature,Quelle poétesse polonaise reçut le prix Nobel de littérature en 1996 ?,Wisława Szymborska,3,Prix Nobel de littérature
628,Sciences & Nature,"Quel gaz, qui fait lever la pâte à pain, est produit par la fermentation des levures ?",Le dioxyde de carbone,1,Microbiologie
628,Sports & Loisirs,Sur quelle surface se dispute le tournoi de Roland-Garros ?,La terre battue,1,Tennis – compétitions
629,Géographie,Quel rocher des bords du Rhin est associé à la légende d'une ondine qui faisait chavirer les bateliers ?,La Lorelei,2,Sites célèbres
629,Divertissement,"Quel chanteur italien, connu pour « L'Italiano », a remporté l'Eurovision en 1990 ?",Toto Cutugno,2,Eurovision
629,Histoire,Quel ministre du royaume de Piémont-Sardaigne est l'architecte diplomatique de l'unité italienne ?,Camillo Cavour,2,Unité italienne
629,Arts & Littérature,Quel artiste a sculpté entre 1501 et 1504 le « David » de marbre de Florence ?,Michel-Ange,1,Sculpture
629,Sciences & Nature,Quel chimiste britannique a isolé le sodium et le potassium par électrolyse en 1807 ?,Humphry Davy,3,Chimie : histoire
629,Sports & Loisirs,Quel plongeur en apnée français a inspiré à Luc Besson le film « Le Grand Bleu » ?,Jacques Mayol,1,Sports insolites
630,Géographie,Quel est le plus long fleuve d'Italie ?,Le Pô,1,Fleuves
630,Divertissement,Quel créateur de jeux vidéo français a imaginé le personnage de Rayman ?,Michel Ancel,3,Jeux vidéo
630,Histoire,"Quel était le nom latin de Lyon, capitale des Gaules ?",Lugdunum,1,Gaule
630,Arts & Littérature,Quel sculpteur néoclassique italien a réalisé « Psyché ranimée par le baiser de l'Amour » ?,Antonio Canova,3,Sculpture
630,Sciences & Nature,Quelle est la plus grande cellule du corps humain ?,L'ovule (ovocyte),1,Cellule
630,Sports & Loisirs,Quelle longue broderie du XIe siècle raconte la conquête de l'Angleterre par Guillaume le Conquérant ?,La tapisserie de Bayeux,1,Loisirs créatifs
631,Géographie,Quelle ville est la préfecture du Cantal ?,Aurillac,2,Préfectures
631,Divertissement,Dans quelle ville américaine la house music est-elle née dans les années 1980 ?,Chicago,2,Électro
631,Histoire,Quel roi de Grande-Bretagne règne lors de l'indépendance des États-Unis ?,George III,2,Indépendance américaine
631,Arts & Littérature,Quel roman de Boris Pasternak a pour héros un médecin poète pris dans la tourmente de la révolution russe ?,Le Docteur Jivago,1,Littérature russe
631,Sciences & Nature,Quel explosif liquide très instable Alfred Nobel a-t-il stabilisé pour inventer la dynamite ?,La nitroglycérine,2,Chimie : histoire
631,Sports & Loisirs,Quel drapeau agite-t-on pour signaler l'arrivée d'une course automobile ?,Le drapeau à damier,1,Sports mécaniques
632,Géographie,"Quelle ville égyptienne, fondée par un conquérant macédonien, possédait un phare parmi les Sept Merveilles du monde ?",Alexandrie,1,Villes
632,Divertissement,Quel chanteur canadien a écrit les paroles anglaises de « My Way » pour Frank Sinatra ?,Paul Anka,2,Variété française
632,Histoire,Quelle coalition de peuples envahisseurs Ramsès III dut-il repousser au XIIe siècle av. J.-C. ?,Les Peuples de la Mer,3,Égypte ancienne
632,Arts & Littérature,"Dans « Cendrillon », en quoi la fée marraine transforme-t-elle une citrouille ?",En carrosse,1,Contes
632,Sciences & Nature,Quel physiologiste français a reçu le prix Nobel de médecine 1913 pour la découverte de l'anaphylaxie ?,Charles Richet,3,Grands médecins
632,Sports & Loisirs,Quel couturier a fait entrer le smoking dans le vestiaire féminin en 1966 ?,Yves Saint Laurent,1,Mode
633,Géographie,Quelle ville est le chef-lieu de la Guyane ?,Cayenne,1,Outre-mer
633,Divertissement,Quelle chanteuse suédoise a remporté l'Eurovision en 2012 avec « Euphoria » puis en 2023 avec « Tattoo » ?,Loreen,3,Eurovision
633,Histoire,Quels souverains espagnols financent le premier voyage de Christophe Colomb ?,Isabelle et Ferdinand,1,Grandes découvertes
633,Arts & Littérature,Quel architecte a restauré Notre-Dame de Paris et la cité de Carcassonne au XIXe siècle ?,Eugène Viollet-le-Duc,2,Architectes
633,Sciences & Nature,"Quelle brebis, née en 1996 en Écosse, fut le premier mammifère cloné à partir d'une cellule adulte ?",Dolly,1,Génétique
633,Sports & Loisirs,Quel jeu de levées anglais du XVIIIe siècle est considéré comme l'ancêtre du bridge ?,Le whist,3,Jeux de cartes
634,Géographie,Quel fleuve se jette dans la Manche entre Le Havre et Honfleur ?,La Seine,1,Fleuves et rivières
634,Divertissement,Quel acteur britannique incarne Obi-Wan Kenobi dans le premier « Star Wars » sorti en 1977 ?,Alec Guinness,3,Sagas
634,Histoire,Quel prévôt des marchands de Paris mena une révolte contre le dauphin Charles en 1358 ?,Étienne Marcel,2,Fin du Moyen Âge en France
634,Arts & Littérature,Quel fils de Dédale périt en mer après s'être trop approché du soleil ?,Icare,1,Mythologie grecque
634,Sciences & Nature,"À quelle famille botanique appartiennent la tomate, l'aubergine et la pomme de terre ?",Les solanacées,3,Plantes
634,Sports & Loisirs,Quelle course transatlantique en solitaire relie Saint-Malo à Pointe-à-Pitre ?,La Route du Rhum,1,Voile
635,Géographie,Quel vent chaud et sec descend les pentes orientales des Rocheuses en hiver ?,Le chinook,3,Climats et milieux
635,Divertissement,Quel acteur joue le rôle de Driss dans « Intouchables » (2011) ?,Omar Sy,1,Cinéma français
635,Histoire,"Selon la tradition, en quelle année Rome a-t-elle été fondée ?",753 av. J.-C.,1,Rome antique
635,Arts & Littérature,"Dans « Barbe-Bleue », à qui l'épouse demande-t-elle : « … ne vois-tu rien venir ? » ?",Sa sœur Anne,3,Contes
635,Sciences & Nature,Quel métal alcalin équipe les batteries rechargeables des smartphones et des voitures électriques ?,Le lithium,1,Chimie : éléments
635,Sports & Loisirs,Quel sac Hermès est né en 1984 d'une rencontre en avion entre Jean-Louis Dumas et une chanteuse anglaise ?,Le Birkin,2,Mode
636,Géographie,Quel site antique du Liban abrite des temples romains monumentaux dédiés à Jupiter et à Bacchus ?,Baalbek,3,Monuments
636,Divertissement,Quelle danse d'origine brésilienne le groupe Kaoma a-t-il popularisée en 1989 ?,La lambada,1,Musiques du monde
636,Histoire,Quel général français est nommé commandant en chef des forces alliées sur le front occidental en 1918 ?,Ferdinand Foch,2,Première Guerre mondiale
636,Arts & Littérature,Sur quel fleuve Huckleberry Finn descend-il en radeau avec l'esclave en fuite Jim ?,Le Mississippi,1,Littérature américaine
636,Sciences & Nature,"Quel ingénieur breton est surnommé « le père du métro de Paris », inauguré en 1900 ?",Fulgence Bienvenüe,3,Transports
636,Sports & Loisirs,Comment appelle-t-on la collection et l'étude des timbres-poste ?,La philatélie,1,Collections
637,Géographie,Quelle vaste région steppique et venteuse s'étend au sud de l'Argentine et du Chili ?,La Patagonie,1,Amériques
637,Divertissement,"Quel acteur incarnait Louis, le brocanteur enquêteur de « Louis la Brocante » ?",Victor Lanoux,2,Séries françaises
637,Histoire,Quel traité de 1420 fit du roi d'Angleterre Henri V l'héritier du trône de France ?,Le traité de Troyes,2,Guerre de Cent Ans
637,Arts & Littérature,"Quel orientaliste français a le premier traduit « Les Mille et Une Nuits » en Europe, au début du XVIIIe siècle ?",Antoine Galland,3,Littérature arabe
